Table 1
,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,,,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,
Occupied housing units,"3,063,391","5,375",0.1,100.0%,,"3,250,752","7,032",0.1,100.0%,,"187,361","8,851",6.1%,0.3%,,,,,,,
Overcrowded units (> 1 person per room),"264,860","4,011",0.9,8.6%,0.1%,"293,309","4,767",1.0,9.0%,0.1%,"28,449","6,230",10.7%,2.5%,0.4,0.1,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.08.A: Overcrowding - Asian Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,2008-2012 ACS PUMS,,,,,2017-2021 ACS PUMS,,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,
,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,,,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,
Occupied housing units with an Asian non-Hispanic householder,"338,396","2,959",0.5,100.0%,,"406,259","4,407",0.7,100.0%,,"67,863","5,308",20.1%,1.7%,,,,,,,
Overcrowded units (> 1 person per room),"49,143","1,422",1.8,14.5%,0.4%,"60,675","2,171",2.2,14.9%,0.5%,"11,532","2,595",23.5%,5.7%,0.4,0.6,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.08.B: Overcrowding - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,2008-2012 ACS PUMS,,,,,2017-2021 ACS PUMS,,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,
,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,,,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,
Occupied housing units with a Black non-Hispanic householder,"682,419","3,491",0.3,100.0%,,"668,900","5,163",0.5,100.0%,,"-13,519","6,232",-2.0%,0.9%,,,,,,,
Overcrowded units (> 1 person per room),"54,737","2,423",2.7,8.0%,0.4%,"48,599","2,239",2.8,7.3%,0.3%,"-6,138","3,299",-11.2%,5.7%,-0.7,0.5,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.08.H: Overcrowding - Hispanic,,,,,,,,,,,,,,,,,,,,,
,2008-2012 ACS PUMS,,,,,2017-2021 ACS PUMS,,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,
,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,,,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,
Occupied housing units with a Hispanic householder,"749,721","4,036",0.3,100.0%,,"830,003","5,110",0.4,100.0%,,"80,282","6,512",10.7%,0.9%,,,,,,,
Overcrowded units (> 1 person per room),"106,551","2,624",1.5,14.2%,0.3%,"114,350","3,306",1.8,13.8%,0.4%,"7,799","4,221",7.3%,4.1%,-0.4,0.5,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.08.W: Overcrowding - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,2008-2012 ACS PUMS,,,,,2017-2021 ACS PUMS,,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,
,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,,,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,,,
Occupied housing units with a White non-Hispanic householder,"1,228,514","4,274",0.2,100.0%,,"1,231,727","5,622",0.3,100.0%,,"3,213","7,062",0.3%,0.6%,,,,,,,
Overcrowded units (> 1 person per room),"49,068","1,999",2.5,4.0%,0.2%,"59,766","2,773",2.8,4.9%,0.2%,"10,698","3,418",21.8%,7.5%,0.9,0.3,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.09.T: Residential evictions,,,,,,,,,,,,,,,,,,,,,
,"NYC Department of Investigation, 2019-2024",,,,,,,,,,,,,,,,,,,,
,Number,,,,,,,,,,,,,,,,,,,,
Residential evictions executed by a city marshal,"81,804",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.10.T: Number of individuals in shelter system by last address,,,,,,,,,,,,,,,,,,,,,
,"NYC Department of Homeless Services, 2020",,"NYC Department of Homeless Services, 2022",,"Change, 2020 - 2022",,,,,,,,,,,,,,,,
,Number,,Number,,Number,Percent,,,,,,,,,,,,,,,
Total number of individuals in DHS shelter system whose last address was in this area,"55,553",,"47,440",,"-8,113",-14.6%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.11.T: Income-restricted housing,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Authority, 2023; NYC Housing Preservation and Development, 2024",,,,,,,,,,,,,,,,,,,,
,Number,,,,,,,,,,,,,,,,,,,,
NYC Housing Authority units,"177,585",,,,,,,,,,,,,,,,,,,,
Homes with new or extended affordability requirements,"248,700",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.12.T: Population In NYC Housing Authority Housing - Total Population,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Authority, 2023",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total Population,"8,804,190",100.0%,,,,,,,,,,,,,,,,,,,
NYC Housing Authority tenants,"352,111",4.0%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.12.A: Population In NYC Housing Authority Housing - Asian Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Authority, 2023",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Asian non-Hispanic Population,"1,373,502",100.0%,,,,,,,,,,,,,,,,,,,
Asian non-Hispanic NYC Housing Authority tenants,"19,940",1.5%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.12.B: Population In NYC Housing Authority Housing - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Authority, 2023",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Black non-Hispanic Population,"1,776,891",100.0%,,,,,,,,,,,,,,,,,,,
Black non-Hispanic NYC Housing Authority tenants,"154,758",8.7%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.12.H: Population In NYC Housing Authority Housing - Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Authority, 2023",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Hispanic Population,"2,490,350",100.0%,,,,,,,,,,,,,,,,,,,
Hispanic NYC Housing Authority tenants,"159,168",6.4%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.12.W: Population In NYC Housing Authority Housing - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Authority, 2023",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
White non-Hispanic Population,"2,719,856",100.0%,,,,,,,,,,,,,,,,,,,
White non-Hispanic NYC Housing Authority tenants,"13,276",0.5%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.13.T: Housing Lottery Applications - Total Population,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total housing lottery applications,"27,261,057",100.0%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.13.A: Housing Lottery Applications - Asian Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total housing lottery applications with an Asian non-Hispanic householder,"1,646,176",6.0%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.13.B: Housing Lottery Applications - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total housing lottery applications with a Black non-Hispanic householder,"11,323,646",41.5%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.13.H: Housing Lottery Applications - Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total housing lottery applications with a Hispanic householder,"8,333,988",30.6%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.13.W: Housing Lottery Applications - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total housing lottery applications with a White non-Hispanic householder,"2,442,046",9.0%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.14.T: Housing Lottery Leases - Total Population,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total signed leases,"27,398",100.0%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.14.A: Housing Lottery Leases - Asian Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total signed leases with an Asian non-Hispanic account holder,"1,888",6.9%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.14.B: Housing Lottery Leases - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total signed leases with a Black non-Hispanic account holder,"10,557",38.5%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.14.H: Housing Lottery Leases - Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total signed leases with a Hispanic account holder,"8,427",30.8%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.14.W: Housing Lottery Leases - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing Connect, 2014-2020",,,,,,,,,,,,,,,,,,,,
,Number,Percent,,,,,,,,,,,,,,,,,,,
Total signed leases with a White non-Hispanic account holder,"2,838",10.4%,,,,,,,,,,,,,,,,,,,
