SOURCE_PATH	SIZE	CATEGORY	REASON
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/Grammarly Desktop Uninstaller.app/Contents/Frameworks/GRUser.framework/Versions/A/_CodeSignature/CodeResources	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/Grammarly Desktop Uninstaller.app/Contents/Frameworks/GRUser.framework/Versions/A/Resources/Info.plist	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/_CodeSignature/CodeResources	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/AppIcon.icon/icon.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/AppIcon.icon/Assets/logomark-color-default.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/AppIcon-64.png	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/AppIcon-1024.png	268K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/AppIcon-512.png	104K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/AppIcon-128.png	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/AppIcon-16.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/AppIcon-32.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/Contents.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/AppIcon.appiconset/AppIcon-256.png	40K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/Resources/System.xcassets/Contents.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Desktop - SFMacBook Pro M5/Grammarly_quarantine/com.grammarly.ProjectLlama/GRLoginHelper.app/Contents/Resources/MainMenu.nib	24K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/docs/resources-summary 2.md	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/docs/resources-index 2.md	20K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/VOUCHERS_WORK_VOUCHERS_THE_BES 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Housing Afrdblty, Qlty, Scrty-Table 1.csv	32K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/QoL and Access to Opportunity-Table 1.csv	28K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Housing Production-Table 1.csv	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Household Economic Security-Table 1.csv	52K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Demographic Conditions-Table 1.csv	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/PUBLIC State legislators (2025).csv	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/.DS_Store	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Key Health Statistics and Highest Impact Boroughs in NYC (1997).png	212K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/WHY_EXPANDING_HOUSING_CHOICE_V 2.pdf	36K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/NYCHAs_Budget_Cant_be_Balanced 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Housing Afrdblty, Qlty, Scrty-Table 1.csv	32K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/QoL and Access to Opportunity-Table 1.csv	28K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Housing Production-Table 1.csv	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Household Economic Security-Table 1.csv	52K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Demographic Conditions-Table 1.csv	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Perpetuating_the_problem_neoli.PDF 2.pdf	4.9M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Housing solution reports/Res. No. 800.pdf	64K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/ENDING_HOMELESSNESS_ADDRESSING 2.pdf	44K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/THE_REGION__Pro__Con_Landlords 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/House_price_determinants_funda.PDF 2.pdf	5.1M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/duplicates-2025-12-31/Capstone/data:sources/Impact_of_ownership_transition 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/VOUCHERS_WORK_VOUCHERS_THE_BES 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Housing Afrdblty, Qlty, Scrty-Table 1.csv	32K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/QoL and Access to Opportunity-Table 1.csv	28K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Housing Production-Table 1.csv	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Household Economic Security-Table 1.csv	52K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets 2/Census PUMS 20Demographic Conditions citywide/Demographic Conditions-Table 1.csv	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/PUBLIC State legislators (2025).csv	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/.DS_Store	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Key Health Statistics and Highest Impact Boroughs in NYC (1997).png	212K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/WHY_EXPANDING_HOUSING_CHOICE_V 2.pdf	36K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/CityFHEPSreimbursementgrantHRAandHPD 2.pdf	348K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/NYCHAs_Budget_Cant_be_Balanced 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Housing Afrdblty, Qlty, Scrty-Table 1.csv	32K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/QoL and Access to Opportunity-Table 1.csv	28K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Housing Production-Table 1.csv	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Household Economic Security-Table 1.csv	52K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Data Sets/Census PUMS 20Demographic Conditions citywide/Demographic Conditions-Table 1.csv	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Perpetuating_the_problem_neoli.PDF 2.pdf	4.9M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Housing solution reports/Res. No. 800.pdf	64K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/ENDING_HOMELESSNESS_ADDRESSING 2.pdf	44K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/THE_REGION__Pro__Con_Landlords 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/House_price_determinants_funda.PDF 2.pdf	5.1M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/Impact_of_ownership_transition 2.pdf	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/demo_2016acs5yr_nyc 2.numbers	872K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Desktop/Housing Policy Archive Files/Capstone/data:sources/dictionary_2024 2.pdf	32K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Research_Project_Template/Sources_and_Citations/Citation_Template.md	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Network hotspot /sysdiagnose_2025.12.29_17-50-30-0500_iPhone-OS_iPhone_23C55 3/Preferences/CaptureSourceInfo_CurrentUser.txt	1.9M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Network hotspot /sysdiagnose_2025.12.29_18-21-24-0500_iPhone-OS_iPhone_23C55/Preferences/CaptureSourceInfo_CurrentUser.txt	1.9M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Resources that exist on Trauma Informed Journalism .docx	28K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/510 E 13th st 2024/510 E 13th st /Forms/supportive-housing-rfq/FORM F - Financial References & LOIs_updated 3.2.docx	20K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/510 E 13th st 2024/Complaints:Violations/RIS/APIs_and_resources_510E13th.xlsx	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/510 E 13th st 2024/Complaints:Violations/RIS/APIs_and_resources_510E13th copy.xlsx	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Fraud/Security Resources – The City University of New York.pdf	80K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/section10_works_cited_and_source_control.md	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/references/Fair-Housing-Framework.pdf	896K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/.gitkeep_resources	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/sections/housing-policy-framework/10-complete-works-cited-apa.md	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/resources.csv	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/resources-summary.md	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/resources-index.md	20K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/exports/legal-frameworks/PART_V_Legal_Framework_With_APA_Citations 2.md	36K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/exports/legal-frameworks/PART_V_Legal_Framework_With_APA_Citations.md	36K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/sources/primary-authorities-packet.md	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/sources/nyc-hra/cityfheps-fheps-authorities.md	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/docs/sources/hud/hcv-coop-homeownership-authorities.md	16K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/Capstone/Final Drafts/Housing_Subsidy_Research_Works_Cited 2.docx	40K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/Capstone/Final Drafts/Housing_Subsidy_Research_Works_Cited.docx	40K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/MOPTResearch/Capstone/data-sources/Data Sets 2/DOF__Cooperative_Comparable_Rental_Income__Citywide__20250415.csv	26M	CITATIONS_SOURCES	Possible citation/source registry material
